| All HIDL binderized services (registered with hwservicemanager)
VINTF    R Interface                                                                                              Thread Use Server Clients
X     ? vendor.qti.hardware.btconfigstore@2.0::I*/* (/vendor/lib64/hw/)               N/A        N/A    
X     ? vendor.qti.hardware.capabilityconfigstore@1.0::I*/* (/vendor/lib/hw/)         N/A        N/A    
X     ? vendor.qti.hardware.capabilityconfigstore@1.0::I*/* (/vendor/lib64/hw/)       N/A        N/A    
X     ? vendor.qti.hardware.fm@1.0::I*/* (/vendor/lib/hw/)                            N/A        N/A    
X     ? vendor.qti.hardware.fm@1.0::I*/* (/vendor/lib64/hw/)                          N/A        N/A    
X     ? vendor.qti.hardware.qccvndhal@1.0::I*/* (/vendor/lib/hw/)                     N/A        N/A    
X     ? vendor.qti.hardware.qccvndhal@1.0::I*/* (/vendor/lib64/hw/)                   N/A        N/A    
X     ? vendor.qti.hardware.qseecom@1.0::I*/* (/vendor/lib/hw/)                       N/A        N/A    
X     ? vendor.qti.hardware.qseecom@1.0::I*/* (/vendor/lib64/hw/)                     N/A        N/A    
X     ? vendor.qti.hardware.sensorscalibrate@1.0::I*/* (/vendor/lib/hw/)              N/A        N/A    
X     ? vendor.qti.hardware.sensorscalibrate@1.0::I*/* (/vendor/lib64/hw/)            N/A        N/A    
X     ? vendor.qti.hardware.servicetracker@1.2::I*/* (/vendor/lib/hw/)                N/A        N/A    
X     ? vendor.qti.hardware.servicetracker@1.2::I*/* (/vendor/lib64/hw/)              N/A        N/A    
X     ? vendor.qti.hardware.soter@1.0::I*/* (/vendor/lib/hw/)                         N/A        N/A    
X     ? vendor.qti.hardware.soter@1.0::I*/* (/vendor/lib64/hw/)                       N/A        N/A    
